15:42:28.710 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected:  java.lang.IllegalStateException
15:42:28.718 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.elasticsearch.transport.RequestHandlerRegistry$TransportChannelWrapper.sendResponse(RequestHandlerRegistry$TransportChannelWrapper:111)
15:42:28.719 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.elasticsearch.transport.RequestHandlerRegistry$TransportChannelWrapper
15:42:28.719 [main] INFO  eu.stamp.botsing.Botsing - Guided_MOSA
15:42:29.275 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 36.
15:42:33.132 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
15:42:33.141 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
15:42:33.236 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 1: 
15:42:33.237 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
15:42:36.406 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:37.028 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:37.029 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
15:42:37.029 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:37.533 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:37.534 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
15:42:37.534 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:37.830 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:37.830 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
15:42:37.830 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:38.153 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:38.153 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
15:42:38.154 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:38.429 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:38.430 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
15:42:38.430 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:38.707 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:38.707 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #6 is created.
15:42:38.708 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:38.935 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:38.935 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #7 is created.
15:42:38.935 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:39.162 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:39.162 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #8 is created.
15:42:39.162 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
15:42:39.417 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@329ba5b0: 14.5
15:42:39.418 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #9 is created.
