19:04:07.640 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected:  java.lang.IllegalStateException
19:04:07.645 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.elasticsearch.action.admin.indices.stats.CommonStats.writeTo(CommonStats:255)
19:04:07.646 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.elasticsearch.action.admin.indices.stats.CommonStats
19:04:07.646 [main] INFO  eu.stamp.botsing.Botsing - Guided_MOSA
19:04:14.331 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.common.io.stream.StreamOutput
19:04:14.332 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.index.search.stats.SearchStats$Stats
19:04:14.333 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.index.search.stats.SearchStats
19:04:14.333 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.common.io.stream.StreamOutput
19:04:14.334 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.action.admin.indices.stats.CommonStats
19:04:14.611 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 36.
19:04:40.176 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
19:04:40.193 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
19:04:41.729 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 3: 
19:04:41.729 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
19:04:52.735 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/3
19:04:59.878 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 4.333333333333333
19:04:59.878 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
19:04:59.879 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/3
19:05:10.406 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:10.407 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
19:05:10.407 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/3
19:05:14.355 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:14.355 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
19:05:14.355 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:19.136 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:19.136 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
19:05:19.137 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:24.161 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:24.162 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
19:05:24.163 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:26.674 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:26.674 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #6 is created.
19:05:26.674 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:28.632 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:28.632 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #7 is created.
19:05:28.633 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:30.174 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:30.174 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #8 is created.
19:05:30.174 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:31.206 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:31.207 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #9 is created.
19:05:31.207 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:33.104 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:33.104 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #10 is created.
19:05:33.104 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:34.543 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:34.543 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #11 is created.
19:05:34.543 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:44.648 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:44.649 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #12 is created.
19:05:44.649 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:50.867 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:50.867 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #13 is created.
19:05:50.867 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:54.894 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:54.894 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #14 is created.
19:05:54.894 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:56.231 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:56.231 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #15 is created.
19:05:56.231 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:58.031 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:58.032 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #16 is created.
19:05:58.032 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:05:59.719 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:05:59.720 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #17 is created.
19:05:59.721 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:00.930 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:00.931 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #18 is created.
19:06:00.931 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:03.374 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:03.375 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #19 is created.
19:06:03.375 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:04.254 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:04.256 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #20 is created.
19:06:04.258 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:04.782 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:04.782 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #21 is created.
19:06:04.783 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:06.580 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:06.580 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #22 is created.
19:06:06.581 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:08.439 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:08.439 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #23 is created.
19:06:08.439 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:14.857 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:14.857 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #24 is created.
19:06:14.858 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:16.373 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:16.374 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #25 is created.
19:06:16.374 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:17.414 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.5
19:06:17.414 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #26 is created.
19:06:17.416 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:19.482 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.333333333333333
19:06:19.484 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #27 is created.
19:06:19.487 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:20.784 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.333333333333333
19:06:20.786 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #28 is created.
19:06:20.787 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:23.951 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.333333333333333
19:06:23.951 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #29 is created.
19:06:23.952 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 1/3
19:06:29.438 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@5f5ff45: 3.333333333333333
19:06:29.438 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #30 is created.
