06:36:11.702 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected:  java.lang.IllegalStateException
06:36:11.720 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.elasticsearch.index.search.stats.SearchStats$Stats.writeTo(SearchStats$Stats:211)
06:36:11.721 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.elasticsearch.index.search.stats.SearchStats$Stats
06:36:11.721 [main] INFO  eu.stamp.botsing.Botsing - Guided_MOSA
06:36:18.959 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.common.io.stream.StreamOutput
06:36:18.960 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.index.search.stats.SearchStats$Stats
06:36:19.096 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 36.
06:36:56.502 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
06:36:56.514 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
06:36:56.553 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 1: 
06:36:56.553 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
06:37:07.264 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:11.033 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:11.034 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
06:37:11.034 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:14.966 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:14.966 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
06:37:14.966 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:17.340 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:17.340 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
06:37:17.341 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:19.641 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:19.641 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
06:37:19.641 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:22.384 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:22.384 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
06:37:22.384 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:24.674 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:24.674 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #6 is created.
06:37:24.675 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:26.170 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:26.170 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #7 is created.
06:37:26.173 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:28.219 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:28.219 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #8 is created.
06:37:28.219 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:28.849 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:28.861 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #9 is created.
06:37:28.861 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:30.686 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:30.687 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #10 is created.
06:37:30.687 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:31.801 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:31.801 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #11 is created.
06:37:31.801 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:33.685 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:33.685 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #12 is created.
06:37:33.685 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:35.028 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:35.028 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #13 is created.
06:37:35.028 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:37.157 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:37.157 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #14 is created.
06:37:37.157 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:39.343 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:39.343 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #15 is created.
06:37:39.343 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:46.325 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:46.325 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #16 is created.
06:37:46.325 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:46.950 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:46.951 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #17 is created.
06:37:46.951 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:47.997 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:47.997 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #18 is created.
06:37:47.998 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:48.438 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:48.439 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #19 is created.
06:37:48.439 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:51.237 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:51.239 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #20 is created.
06:37:51.240 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:51.758 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:51.758 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #21 is created.
06:37:51.758 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:57.683 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:57.683 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #22 is created.
06:37:57.683 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:37:58.118 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:37:58.118 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #23 is created.
06:37:58.118 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:02.938 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:02.938 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #24 is created.
06:38:02.938 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:04.733 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:04.733 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #25 is created.
06:38:04.733 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:07.026 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:07.026 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #26 is created.
06:38:07.026 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:07.730 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:07.730 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #27 is created.
06:38:07.730 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:08.009 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:08.009 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #28 is created.
06:38:08.009 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:13.491 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:13.491 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #29 is created.
06:38:13.491 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:14.386 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:14.386 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #30 is created.
06:38:14.386 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:15.543 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:15.543 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #31 is created.
06:38:15.544 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:16.201 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:16.201 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #32 is created.
06:38:16.201 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:18.396 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:18.397 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #33 is created.
06:38:18.397 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:20.757 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:20.757 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #34 is created.
06:38:20.757 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:21.213 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:21.213 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #35 is created.
06:38:21.227 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:23.059 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:23.059 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #36 is created.
06:38:23.059 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:38:23.406 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4bc35d38: 1.0
06:38:23.406 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #37 is created.
