00:38:41.297 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected:  java.lang.StringIndexOutOfBoundsException
00:38:41.302 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.elasticsearch.search.highlight.vectorhighlight.SimpleFragmentsBuilder.makeFragment(SimpleFragmentsBuilder:43)
00:38:41.303 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.elasticsearch.search.highlight.vectorhighlight.SimpleFragmentsBuilder
00:38:41.303 [main] INFO  eu.stamp.botsing.Botsing - Guided_MOSA
00:38:44.719 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.apache.lucene.search.vectorhighlight.BaseFragmentsBuilder
00:38:44.723 [main] INFO  e.s.botsing.graphs.cfg.CFGGenerator - Analyzing org.elasticsearch.search.highlight.vectorhighlight.SimpleFragmentsBuilder
00:38:44.947 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 39.
00:39:14.630 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
00:39:14.645 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
00:39:14.683 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 1: 
00:39:14.683 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
00:39:42.281 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:40:36.869 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:40:36.870 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
00:40:36.870 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:41:11.057 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:41:11.058 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
00:41:11.058 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:41:22.272 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:41:22.272 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
00:41:22.272 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:41:32.961 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:41:32.962 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
00:41:32.962 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:41:44.378 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:41:44.378 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
00:41:44.379 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:42:08.087 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:42:08.087 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #6 is created.
00:42:08.088 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:42:17.011 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:42:17.012 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #7 is created.
00:42:17.012 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:42:32.089 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:42:32.089 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #8 is created.
00:42:32.089 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:42:35.811 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:42:35.812 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #9 is created.
00:42:35.812 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
00:42:45.646 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@3513d9dd: 1.6666666666666665
00:42:45.647 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #10 is created.
00:42:45.647 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
