06:03:23.100 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected:  java.lang.StringIndexOutOfBoundsException
06:03:23.119 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.elasticsearch.search.highlight.HighlightPhase.hitExecute(HighlightPhase:140)
06:03:23.120 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.elasticsearch.search.highlight.HighlightPhase
06:03:23.120 [main] INFO  eu.stamp.botsing.Botsing - Guided_MOSA
06:03:24.229 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 39.
06:04:00.739 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
06:04:00.762 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
06:04:00.797 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 1: 
06:04:00.799 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
06:04:06.312 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:04:48.973 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.983050847457627
06:04:48.974 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
06:04:48.974 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:05:07.106 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.983050847457627
06:05:07.106 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
06:05:07.106 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:05:16.482 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:05:16.482 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
06:05:16.482 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:05:28.319 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:05:28.319 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
06:05:28.320 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:05:41.390 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:05:41.391 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
06:05:41.391 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:05:56.077 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:05:56.077 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #6 is created.
06:05:56.077 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:06:00.579 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:06:00.579 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #7 is created.
06:06:00.579 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:06:17.818 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:06:17.818 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #8 is created.
06:06:17.819 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:06:23.674 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:06:23.674 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #9 is created.
06:06:23.674 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:06:27.939 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:06:27.939 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #10 is created.
06:06:27.939 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:06:40.639 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:06:40.639 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #11 is created.
06:06:40.640 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:06:48.086 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:06:48.087 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #12 is created.
06:06:48.087 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:06:55.340 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:06:55.340 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #13 is created.
06:06:55.340 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:07:00.708 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:07:00.708 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #14 is created.
06:07:00.708 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:07:05.801 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:07:05.802 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #15 is created.
06:07:05.802 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:07:30.927 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:07:30.927 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #16 is created.
06:07:30.927 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:07:41.306 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:07:41.306 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #17 is created.
06:07:41.306 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:07:46.734 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:07:46.735 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #18 is created.
06:07:46.735 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:07:53.656 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:07:53.656 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #19 is created.
06:07:53.656 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:07:56.668 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.882352941176471
06:07:56.668 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #20 is created.
06:07:56.668 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:08.551 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:08.552 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #21 is created.
06:08:08.552 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:12.106 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:12.107 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #22 is created.
06:08:12.107 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:13.252 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:13.252 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #23 is created.
06:08:13.252 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:20.538 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:20.540 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #24 is created.
06:08:20.541 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:25.691 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:25.692 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #25 is created.
06:08:25.692 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:33.913 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:33.913 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #26 is created.
06:08:33.913 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:34.813 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:34.814 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #27 is created.
06:08:34.814 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:35.853 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:35.854 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #28 is created.
06:08:35.854 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:37.877 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:37.877 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #29 is created.
06:08:37.877 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:38.834 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:38.835 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #30 is created.
06:08:38.835 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:42.362 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:42.365 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #31 is created.
06:08:42.365 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
06:08:43.259 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@73e1ca02: 6.875
06:08:43.260 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #32 is created.
06:08:43.260 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
