19:27:08.196 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.StringIndexOutOfBoundsException
19:27:08.215 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.apache.commons.lang3.math.NumberUtils.createNumber(NumberUtils:489)
19:27:08.215 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.apache.commons.lang3.math.NumberUtils
19:27:08.215 [main] INFO  eu.stamp.botsing.Botsing - Guided_MOSA
19:27:12.056 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 5.
19:27:16.148 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
19:27:16.160 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
19:27:16.235 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 1: 
19:27:16.235 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
19:27:17.384 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:18.172 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:18.172 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
19:27:18.172 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:18.733 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:18.733 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
19:27:18.733 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:19.292 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:19.292 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
19:27:19.292 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:19.740 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:19.740 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
19:27:19.740 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:20.122 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:20.122 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
19:27:20.122 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:20.558 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:20.558 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #6 is created.
19:27:20.558 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:21.057 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:21.057 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #7 is created.
19:27:21.057 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:21.584 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:21.584 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #8 is created.
19:27:21.584 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:21.922 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:21.923 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #9 is created.
19:27:21.923 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:22.234 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
19:27:22.234 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #10 is created.
19:27:22.234 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
19:27:22.550 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@6d2a257f: 1.0
