10:41:41.912 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.ArrayIndexOutOfBoundsException
10:41:41.922 [main] INFO  eu.stamp.botsing.StackTrace - Target frame is set to: org.elasticsearch.action.index.TransportIndexAction.executeIndexRequestOnPrimary(TransportIndexAction:191)
10:41:41.922 [main] INFO  eu.stamp.botsing.StackTrace - Target Class is set to: org.elasticsearch.action.index.TransportIndexAction
10:41:41.923 [main] INFO  eu.stamp.botsing.Botsing - Guided_MOSA
10:41:42.797 [main] INFO  e.stamp.botsing.commons.SetupUtility - Starting the dependency analysis. The number of detected jar files is 35.
10:42:03.720 [main] INFO  e.stamp.botsing.commons.SetupUtility - Analysing dependencies done!
10:42:03.732 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - test generation strategy: MOSuite
10:42:03.757 [main] INFO  e.s.b.c.t.strategy.MOSuiteStrategy - The number of goals are 1: 
10:42:03.757 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Generating solution in MOSA
10:42:11.071 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:18.182 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:18.183 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #1 is created.
10:42:18.183 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:25.143 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:25.144 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #2 is created.
10:42:25.144 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:30.146 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:30.146 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #3 is created.
10:42:30.146 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:34.420 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:34.420 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #4 is created.
10:42:34.420 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:37.981 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:37.981 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #5 is created.
10:42:37.981 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:40.302 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:40.302 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #6 is created.
10:42:40.302 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:42.486 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:42.486 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #7 is created.
10:42:42.486 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:46.324 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:46.324 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #8 is created.
10:42:46.325 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:49.154 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:49.155 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #9 is created.
10:42:49.155 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:51.191 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:51.192 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #10 is created.
10:42:51.192 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:53.675 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:53.675 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #11 is created.
10:42:53.675 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:42:57.166 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:42:57.166 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #12 is created.
10:42:57.166 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:01.437 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:01.437 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #13 is created.
10:43:01.437 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:02.460 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:02.460 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #14 is created.
10:43:02.460 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:05.658 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:05.658 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #15 is created.
10:43:05.659 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:09.105 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:09.105 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #16 is created.
10:43:09.105 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:14.614 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:14.615 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #17 is created.
10:43:14.615 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:17.883 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:17.884 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #18 is created.
10:43:17.884 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:20.624 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:20.624 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #19 is created.
10:43:20.624 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:23.843 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
10:43:23.843 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - generation #20 is created.
10:43:23.843 [main] INFO  e.s.b.commons.ga.strategy.mosa.MOSA - Number of covered goals are 0/1
10:43:26.800 [main] INFO  e.s.b.f.FitnessFunctions - eu.stamp.botsing.fitnessfunction.IntegrationTestingFF@4f49815f: 22.5
